id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50904,aplace/antwerp: cosy suite - fashion district,234077,Calvin,,Historisch Centrum,51.218575,4.398631,Hotel room,167,1,3,2022-05-15,0.02,7,329,0,
345959,Marleen's home in Antwerp city,1754396,Marleen,,Markgrave,51.2015,4.40004,Entire home/apt,72,3,123,2025-03-03,0.79,3,226,21,
363155,1-bedroom apartment with court yard,1835458,Roos,,Amandus - Atheneum,51.22109,4.41812,Entire home/apt,71,6,33,2024-07-21,0.21,1,286,1,
366252,ROOM IN FAMILY HOME near C. Station,1820186,Godelieve,,Borgerhout Intra Muros Noord,51.21602,4.43472,Private room,33,1,162,2024-09-26,1.03,2,201,1,
522693,Ahome Awayfromhome,2562294,Ahome,,Historisch Centrum,51.21943,4.39815,Entire home/apt,,2,0,,,1,0,0,
603545,*Perfect* for a Longer Stay | Trendy | City center,2987880,Cédric,,Harmonie,51.20819,4.40597,Entire home/apt,75,5,46,2024-11-08,0.31,1,319,10,
772842,Stylish Boho Loftstyle Appartment w/ Amazing Views,4050173,Daisy,,Linkeroever,51.21843,4.38422,Entire home/apt,99,1,80,2025-03-03,0.54,1,147,6,
778043,cosy & beautiful apartment Antwerp,1735092,Marc & Elizabeth,,Stadspark,51.20446,4.41337,Entire home/apt,77,2,93,2025-03-03,0.62,1,314,7,
813969,150 m² loft (terrace & river view),4277604,Sarah,,Sint-Andries,51.21347,4.39125,Entire home/apt,243,1,137,2024-12-01,1.15,3,99,6,
891884,aplace/antwerp: amazing suite & square view,234077,Calvin,,Historisch Centrum,51.218575,4.398631,Hotel room,167,1,3,2022-05-10,0.05,7,322,0,
891907,aplace/antwerp: stunning flat with square view,234077,Calvin,,Historisch Centrum,51.218575,4.398631,Entire home/apt,190,2,31,2024-12-16,0.24,7,305,6,
959200,Artistic Guesthouse Anita - Hidden Gem in Antwerp,4715596,Caroline,,Borgerhout Intra Muros Noord,51.21531295776367,4.438202857971191,Entire home/apt,,1,79,2025-02-23,0.57,3,61,7,
991824,Colourful Inspiration In Every Room,5446991,Magali,,Deurne Zuid West,51.20316,4.46015,Entire home/apt,68,1,377,2025-02-23,2.60,2,318,38,
1050693,Colourful Inspiration In Every Room,5446991,Magali,,Deurne Zuid West,51.20316,4.46015,Entire home/apt,72,1,35,2025-03-02,0.25,2,315,4,
1123076,"Two-bedroom Apartment
 Antwerp",5104070,Tim,,Universiteitsbuurt,51.22266574900081,4.411493147724809,Entire home/apt,79,2,0,,,1,349,0,
1172507,"Number22Antwerp ,street Floor",6068286,Frédéric,,Zuid,51.21174,4.39944,Entire home/apt,68,2,192,2025-01-02,1.37,1,304,1,
1184623,Penthouse in Antwerp-Eilandje,4865806,Tommie,,Eilandje,51.23006,4.40869,Entire home/apt,180,2,42,2025-03-03,0.30,2,60,6,
1227242,Cosy ship Auwe Neel Antwerp Belgium,4193029,Jan,,Eilandje,51.22861,4.40386,Private room,57,1,86,2024-12-01,1.39,2,328,21,
1328770,Cosy historic Ship Hannus  Antwerp,4193029,Jan,,Eilandje,51.22868,4.40399,Private room,57,1,222,2025-02-09,1.56,2,309,18,
1444602,Beautiful and spacious apartment with garden,7755956,Sabien,,Zurenborg,51.20819,4.42707,Entire home/apt,,5,18,2023-08-31,0.13,1,0,0,
1669599,Loft appartement Antwerp,7776913,Morris,,Tentoonstellingswijk,51.19112,4.38969,Entire home/apt,136,2,0,,,1,88,0,
1808782,LOFT 1D  - conceptual loft,9478810,Keith,,Sint-Andries,51.21232,4.39571,Entire home/apt,117,2,289,2025-03-09,2.11,1,62,28,
1856023,"Ray of Light, Het Eilandje",9686695,Caroline,,Eilandje,51.23144,4.4048,Entire home/apt,86,5,24,2025-01-17,0.24,2,263,1,
1897272,Casa Ambera,9174116,Sascha,,Haringrode,51.20079,4.41933,Entire home/apt,270,2,62,2019-07-29,0.45,2,363,0,
2282418,Appartement met 1 slaapkamer,11633996,Samira,,Borgerhout Extra Muros,51.21264,4.45213,Entire home/apt,,2,196,2024-08-28,1.64,1,0,22,
2448815,Maison Nationale Penthouse Suite,450285303,Lander,,Sint-Andries,51.21603012084961,4.399158954620361,Entire home/apt,198,1,0,,,11,279,0,
2474748,Sunny house Antwerp-Zuid. Parking spot included.,7818030,Dominique,,Zuid,51.20907,4.38672,Entire home/apt,280,2,259,2025-03-09,1.93,2,36,22,
2507353,Cosy private room near station/town,2330818,Annemie,,Amandus - Atheneum,51.21877,4.42976,Private room,47,2,207,2025-03-18,1.55,1,251,34,
2543695,aplace/antwerp: gorgeous flat with square view,234077,Calvin,,Historisch Centrum,51.218575,4.398631,Entire home/apt,190,1,38,2024-11-14,0.30,7,336,5,
2602613,Light and spacious duplex apartment,13330269,Joelle,,Borgerhout Intra Muros Zuid,51.21595,4.43032,Entire home/apt,54,2,299,2025-03-03,2.24,1,10,47,
2659281,Gezellig rijtjeshuis met tuin vlakbij groot park.,6602849,Rudina,,Deurne Dorp - Gallifort,51.21962,4.45746,Entire home/apt,200,2,15,2024-10-28,0.47,1,33,6,
2682808,Cosy room in a charming house,13733939,An,,Oud - Berchem,51.19926,4.42986,Private room,40,2,545,2025-02-28,4.08,1,294,46,
2819412,"laterrebleue-'my house, your house'",14423888,Terra,,Borgerhout Intra Muros Zuid,51.20914,4.43539,Private room,51,1,169,2025-03-02,1.42,1,360,10,
3426775,100 year old renovated home,14793024,Jorge,,Oud - Berchem,51.19884,4.42074,Entire home/apt,76,5,26,2022-08-07,0.21,1,10,0,
3581864,Sunny apartment with view on new ZUID park!,7386200,Mathieu,,Zuid,51.21179,4.39336,Entire home/apt,72,2,155,2025-03-02,1.20,1,77,27,
3857702,Apartment - 4 Guests - City Center Antwerp,19891615,Bart,,Universiteitsbuurt,51.22173,4.4092,Entire home/apt,184,2,43,2023-10-29,0.36,3,302,0,
3860392,Studio - City Center Antwerp,19891615,Bart,,Universiteitsbuurt,51.22118,4.4078,Private room,72,2,6,2024-03-04,0.05,3,307,0,
4032738,"Roof apartment, 1 bedroom",20906634,Sirene,,Borgerhout Intra Muros Noord,51.21566,4.43575,Entire home/apt,,2,19,2025-03-02,0.15,1,165,2,
4265913,stadswoning/privé-parking/elektrisch laden,22144864,Greet,,Amandus - Atheneum,51.21765,4.4284,Entire home/apt,,2,29,2024-08-11,0.23,4,354,1,
4266515,"gastenkamer met en-suite badkamer, parking",22144864,Greet,,Amandus - Atheneum,51.218739887595014,4.428639977092803,Private room,228,2,0,,,4,362,0,
4322521,Duplex with sauna & piano Antwerp,15216532,Pascal,,Zuid,51.20585,4.38986,Entire home/apt,,2,329,2025-01-02,2.64,2,0,12,
4332020,Marleen's cosy first floor flat,1754396,Marleen,,Markgrave,51.20113,4.40153,Entire home/apt,78,2,25,2025-01-04,0.21,3,35,5,
4425751,"2 bedrooms, cosy sitting areas & rooftop terrace",3093188,Saskia,,Stadspark,51.20934,4.41503,Private room,57,1,122,2025-01-01,0.98,1,250,6,
4468570,Chic Industrial Loft with Modern Tech in Antwerp.,23161267,Siegert,,Eilandje,51.22734,4.41206,Entire home/apt,72,21,1,2024-07-12,0.12,1,283,1,
4502646,Unique city loft with amazing view!,13059720,Jara Nadine,,Historisch Centrum,51.21873,4.39914,Entire home/apt,64,1,886,2025-03-03,7.07,1,9,66,
4733497,"Louise Marie, romantisch huisje",24249803,Michel,,Sint-Andries,51.21743,4.39925,Entire home/apt,,2,120,2021-12-05,0.97,1,0,0,
4748466,South 44 - Tweeslaapkamerappartement op het Zuid,24507004,Nele,,Zuid,51.206662044239174,4.392056396958939,Entire home/apt,158,1,25,2024-12-01,0.75,1,339,15,
4900847,Lovely house great location,15529473,Liesbeth,,Borgerhout Intra Muros Noord,51.21784,4.43281,Entire home/apt,,2,8,2020-01-01,0.07,2,0,0,
4980368,2 bedroom appartement in Antwerp with amazing view,25674863,Sam,,Groenenhoek,51.20373,4.4406,Entire home/apt,,2,21,2025-02-23,0.19,2,97,2,
4985922,Sfeervolle studio in hartje Antwerp,25701603,Nadi,,Harmonie,51.20845,4.40583,Entire home/apt,75,2,67,2025-03-02,0.56,1,338,14,
5047962,Quiet place in an historical quarter,12309348,Luc & Kristina,,Haringrode,51.2027654,4.4244886,Private room,48,2,191,2024-12-30,1.55,1,242,12,
5143364,Light flat + seperate workspace,15066463,Lien,,Borgerhout Intra Muros Zuid,51.21311,4.43188,Entire home/apt,,5,1,2023-08-31,0.05,1,20,0,
5233718,Apartment in Antwerp,27086764,Nina,,Theaterbuurt-Meir,51.21543,4.41303,Entire home/apt,62,3,40,2025-01-03,0.33,1,200,9,
5379855,Classy and spacious 19th cent loft with terrace.,6930093,"Ian, Jande En Marie",,Borgerhout Intra Muros Zuid,51.21492,4.43353,Entire home/apt,,3,267,2025-02-23,2.20,4,146,22,
5574536,Central studio in historic center,28902892,AchA,,Historisch Centrum,51.21839,4.40051,Entire home/apt,92,2,169,2025-03-01,1.40,2,330,13,
5575185,Central apartment w/ exclusive view,28902892,AchA,,Historisch Centrum,51.2203,4.39997,Entire home/apt,112,2,381,2025-03-19,3.14,2,222,50,
5578067,Design loft in historic building,28920566,Jasper,,Universiteitsbuurt,51.22239,4.41479,Private room,90,2,249,2024-12-20,2.05,1,49,12,
5646286,Artistic Guesthouse WILMA - Hidden Gem in Antwerp,4715596,Caroline,,Borgerhout Intra Muros Noord,51.21531295776367,4.438201904296875,Entire home/apt,,2,94,2024-10-29,0.78,3,3,6,
5789730,Back to Beck,30038566,Marleen,,Deurne Zuid Oost,51.19654,4.46076,Entire home/apt,47,7,52,2024-09-08,0.43,1,196,4,
5994895,Cosy apartment in historic house  Gulden Greffoen,11857224,Christel,,Historisch Centrum,51.219608,4.398143,Entire home/apt,110,3,60,2025-03-03,0.50,1,319,19,
6000928,Arendshof,29134589,Guido,,Deurne Oost,51.22313,4.48488,Entire home/apt,112,1,23,2025-02-23,0.20,1,363,4,
6004053,Room at 20 min.' walk from center,31168861,Monique,,Brederode,51.2025,4.39917,Private room,19,7,42,2025-02-21,0.35,1,261,7,
6046872,Feel Good  Antwerp City Apartment,27432928,Anastassya,,Stadspark,51.20735,4.41104,Entire home/apt,,2,80,2022-04-24,1.09,1,0,0,
6051973,Welcome to Tempor'area: Your Ultimate Home Away!,3970988,Arthur,,Theaterbuurt-Meir,51.214393615722656,4.403626918792725,Entire home/apt,130,2,147,2025-03-08,1.22,1,287,26,
6149034,Lovely flat with spectacular view!,25673165,Sharon,,Eilandje,51.23104,4.40388,Entire home/apt,44,2,575,2025-03-06,4.78,1,238,83,
6183201,Duplex Studio,31447903,Marjolijn,,Brederode,51.20516,4.39442,Entire home/apt,64,30,60,2024-08-09,0.50,1,37,1,
6252753,Bright and cosy rooftop flat in Antwerp-North,4742247,Timothy,,Stuivenberg,51.22451,4.43101,Entire home/apt,70,2,39,2025-03-02,0.33,1,272,13,
6418099,Book Lover's room near Station,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21538,4.42761,Private room,44,20,322,2024-09-25,2.71,4,365,5,
6584668,Belle Epoque Townhouse Antwerp,9629145,Tom,,Stadspark,51.20815,4.41123,Entire home/apt,493,2,208,2025-03-15,1.77,1,207,32,
6659457,Cosy and toddler-friendly flat in a great location,26567466,Aurélie,,Brederode,51.20044,4.39501,Entire home/apt,114,2,54,2023-10-08,0.45,1,258,0,
6672914,Cosy modern studio city-center WIFI & parking,34924663,Astrid,,Eilandje,51.23188,4.40614,Entire home/apt,56,2,76,2024-11-17,0.66,1,246,9,
6700898,Quiet with a view and morning light,33481052,Anne,,Borgerhout Intra Muros Zuid,51.215274810791016,4.4275407791137695,Private room,49,20,24,2025-02-25,0.20,4,323,4,
7027563,Studio aan de rand van Antwerpen,36841645,Anna,,Nieuw - Kwartier West,51.18863,4.42656,Entire home/apt,64,30,21,2020-05-28,0.18,1,322,0,
7067067,Master bedroom with 2 balconies,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21528,4.42754,Private room,48,20,225,2024-07-28,1.91,4,365,5,
7298474,Authentic Belgian apartment,27585607,Christel,,Amandus - Atheneum,51.22388,4.42032,Entire home/apt,67,2,413,2025-03-03,3.51,2,342,32,
7552929,Cosy and vintage apartment,10832813,Freya,,Borgerhout Intra Muros Noord,51.21714,4.44348,Entire home/apt,64,2,140,2025-01-03,1.19,1,31,5,
7724259,green paradise near central station,24189736,Paul,,Borgerhout Intra Muros Zuid,51.21213,4.4317,Entire home/apt,,4,20,2019-11-10,0.17,1,356,0,
7814882,Licht duplex appartement,19889207,Alex,,Historisch Centrum,51.22406,4.40329,Entire home/apt,80,2,551,2025-02-16,4.72,4,29,56,
8038470,The Collector's House - city apartment met patio,42451031,Lana,,Historisch Centrum,51.2223,4.40453,Entire home/apt,89,1,181,2025-02-21,1.60,4,301,20,
8094749,Modern Loft bathed in light,2793445,Christophe,,Haringrode,51.20362,4.4212,Entire home/apt,203,1,43,2025-03-03,0.47,1,68,8,
8158582,Modern apartement in nice neighbourhood,43067380,Laura,,Groenenhoek,51.19842,4.44076,Entire home/apt,76,2,182,2025-03-16,3.17,1,73,50,
8179789,spacious room,4851422,Ann,,Kiel,51.18311,4.38584,Private room,,5,2,2023-01-28,0.04,2,0,0,
8256105,Spacious and light apartment in heart of Antwerp,43533942,Lisa,,Amandus - Atheneum,51.21815,4.42914,Entire home/apt,,3,6,2022-11-25,0.19,1,0,0,
8469104,Kapiteinswoonst woonboot. Barge Boat Wheelhouse,44600268,Tom,,Eilandje,51.23492,4.41387,Entire home/apt,130,1,53,2023-03-13,0.46,1,362,0,
8491381,Cozy flat in the centre of Antwerp,43163766,Olivier,,Zuid,51.2099,4.39645,Entire home/apt,,2,0,,,1,0,0,
8587634,Artistic appartment near downtown & railwaystation,32817557,Xenia,,Amandus - Atheneum,51.22297,4.42078,Entire home/apt,64,1,442,2025-02-25,3.84,1,191,1,
8599666,Spacious 2-BR Flat with Terrace,222831298,Arne,,Theaterbuurt-Meir,51.21314,4.40439,Entire home/apt,81,2,540,2025-03-13,4.76,20,172,51,
8725792,One bedroom Appt in Mid center Antw,45793937,Daniella,,Stadspark,51.21141,4.41013,Entire home/apt,200,30,34,2020-03-23,0.31,1,179,0,
8751883,Vakantiewoning Monnikenhoeve (#32),26893689,Filip,,Polder,51.34809,4.34193,Entire home/apt,377,2,46,2025-02-23,0.42,1,205,5,
8766126,Rustige studio,19889207,Alex,,Historisch Centrum,51.22201,4.40175,Entire home/apt,,2,768,2025-02-23,6.68,4,1,52,
8853612,"LOFT, ViNTAGE, DESiGN & WARM PLACE near to CS!!!",27447276,Kavak,,Amandus - Atheneum,51.21868,4.42484,Entire home/apt,115,3,111,2019-10-27,0.97,1,262,0,
8877884,Volledig appartement met terras op 't zuid,46459971,Pascal,,Zuid,51.20896,4.40023,Entire home/apt,80,2,178,2025-01-07,1.55,1,279,24,
8929714,Room in apartment near Central Station,35492867,Arne,,Centraal Station,51.21482,4.42141,Private room,36,7,44,2024-08-12,0.39,1,67,1,
8965535,Calm in the middle of the vibrant South District!,46855052,Marije,,Zuid,51.20629,4.39117,Entire home/apt,53,7,160,2025-01-27,1.45,1,151,18,
9063100,The Collector's House-guest house with 2 bathrooms,42451031,Lana,,Historisch Centrum,51.22089,4.40439,Entire home/apt,108,1,355,2025-02-21,3.15,4,277,27,
9126033,Cosy and light apartement,47542627,Moumouni,,Stuivenberg,51.2216,4.43292,Entire home/apt,70,2,89,2025-03-03,0.78,1,342,13,
9444009,Zalig antwerpen  beleven. ( Met gratis parkeren ),48943070,Anny,,Historisch Centrum,51.22563,4.40316,Private room,80,1,173,2025-03-16,1.54,1,350,25,
9444419,"300m² loft (terras & river view) ""Loft O""",4277604,Sarah,,Zuid,51.21258,4.39068,Entire home/apt,322,1,212,2025-03-01,1.91,3,65,10,
9487949,Antwerp City Center,8331121,Joeri,,Amandus - Atheneum,51.2239,4.41721,Private room,,1,94,2021-04-09,0.83,2,0,0,
9809677,Private apartment,11087865,Jay,,Universiteitsbuurt,51.22679,4.41105,Entire home/apt,51,1,338,2025-02-21,3.00,4,145,10,
9809688,(2) Private room,11087865,Jay,,Universiteitsbuurt,51.22609,4.40984,Private room,39,1,462,2025-03-06,4.10,4,321,69,
9854143,A smile is our universal welcome :-),41687451,Irina & Gianpaolo,,Universiteitsbuurt,51.22214,4.4083,Entire home/apt,49,2,85,2020-01-30,0.75,1,0,0,
9911612,Room near mas museum and city center,11087865,Jay,,Universiteitsbuurt,51.22593,4.41114,Private room,37,1,247,2025-03-02,2.20,4,96,41,
9913124,Lux Loft in the heart of Historic Antwerp,50969699,Petra,,Historisch Centrum,51.22016,4.40346,Entire home/apt,194,2,267,2025-03-02,2.41,2,329,21,
10015096,2 slpk appartement op toplocatie,51433236,Tinne,,Theaterbuurt-Meir,51.21244,4.40585,Entire home/apt,56,28,169,2023-08-09,1.53,1,80,0,
10170353,101、Antwerp central station's charming apartment,52106350,Fengyi Inn,,Centraal Station,51.21747,4.42475,Entire home/apt,170,2,180,2025-02-16,1.63,6,345,21,
10196951,Quiet stay in double room in the center of Antwerp,22962538,Griet,,Stuivenberg,51.22073,4.43665,Private room,56,3,26,2025-03-01,0.26,4,311,3,
10582792,House of Books for your summer,33481052,Anne,,Borgerhout Intra Muros Zuid,51.21533,4.42782,Private room,,10,1,2019-01-03,0.01,4,0,0,
10593348,NEW! One bedroom w/ garage in central Berchem,53790538,Sam,,Oud - Berchem,51.199057946158526,4.422797107471934,Entire home/apt,68,1,6,2025-03-16,3.33,1,147,6,
10604260,Historical City Antwerp.,10026319,Marc,,Historisch Centrum,51.22126388549805,4.404333114624023,Private room,77,1,339,2025-02-23,3.04,2,200,32,
10693965,Antwerp center city,10026319,Marc,,Universiteitsbuurt,51.22043,4.40532,Private room,77,1,307,2025-03-16,2.78,2,201,37,
10743570,Grand Loft in the heart of historic Antwerp,50969699,Petra,,Historisch Centrum,51.22142,4.40226,Entire home/apt,227,2,299,2025-03-03,3.02,2,305,24,
11004345,Luxe flat @ Centrum Antwerpen +WiFi,43247005,Rebecca,,Historisch Centrum,51.21987,4.40191,Entire home/apt,92,1,82,2024-11-25,1.19,15,357,11,
11007796,Hip flat @ Antwerp Old Town + fast WiFi,43247005,Rebecca,,Historisch Centrum,51.21997,4.40154,Entire home/apt,86,1,68,2025-03-02,0.65,15,362,10,
11036503,Antwerpen apartment 1,57272728,Lahkim,,Centraal Station,51.219,4.41902,Entire home/apt,113,2,40,2024-04-14,0.36,3,354,1,
11054114,antwerpen apartment 2,57272728,Lahkim,,Amandus - Atheneum,51.21959,4.41798,Entire home/apt,95,2,22,2025-03-03,0.20,3,356,2,
11055119,antwerpen apartment 4,57272728,Lahkim,,Centraal Station,51.21921,4.4192,Entire home/apt,95,2,60,2024-12-31,0.54,3,360,1,
11111703,Renovated Appartement,57724118,Marc,,Borgerhout Intra Muros Zuid,51.2129,4.43048,Entire home/apt,,5,33,2024-07-16,0.31,1,269,2,
11209398,Moderne flat @ Antwerp Old Town + fast WiFi,43247005,Rebecca,,Historisch Centrum,51.22025,4.40167,Entire home/apt,80,1,35,2024-12-29,0.51,15,365,10,
11288058,Apartment in the garden of KMSKA,57800268,DMaria,,Brederode,51.20634,4.39578,Private room,94,1,6,2024-04-21,0.24,1,68,1,
11299305,Lovely apartment in Antwerp near the central park,53149716,Michelle,,Stadspark,51.21045,4.41301,Entire home/apt,,2,4,2022-10-16,0.13,1,0,0,
11361302,beschikbaar vanaf 01/04/2016,59517213,Gulpari,,Hoboken - Noord,51.17957,4.35678,Entire home/apt,,1,0,,,1,0,0,
11649861,LUXURY CENTRAL APARTMENT - Antwerp,48249191,Lieven,,Theaterbuurt-Meir,51.21538,4.41326,Entire home/apt,,1,61,2019-08-11,0.56,1,0,0,
11878238,Cozy appartement on 10 min from city centre,11154046,Rosemarie,,Deurne Zuid West,51.20777,4.45933,Entire home/apt,95,5,64,2025-02-17,0.62,1,105,8,
12100076,Loft penthouse with terrace.,43673173,Daan,,Centraal Station,51.21384,4.41647,Entire home/apt,120,2,14,2024-06-03,0.13,2,290,1,
12215914,Cosy Atelier With City Garden,65705918,Leen,,Borgerhout Intra Muros Noord,51.2145,4.43972,Entire home/apt,,2,100,2025-01-03,0.92,1,86,7,
12238423,Beautiful apartment in city centre,65855928,Jo,,Stadspark,51.20719,4.41085,Entire home/apt,72,3,275,2025-03-04,2.57,5,150,23,
12425295,"Big appartment 90m2, great location",67208812,Annabel,,Harmonie,51.20904,4.40551,Entire home/apt,,211,35,2021-10-06,0.33,1,0,0,
12452412,Villa Einstein 2th,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,129,1,209,2025-02-16,1.93,3,325,8,
12509158,Beautiful loft with big terrace and jacuzzi,2452987,Eveline,,Amandus - Atheneum,51.22234,4.4172,Entire home/apt,,12,31,2022-01-20,0.35,1,0,0,
12576409,Classy flat @ Historische Centrum Antwerpen + WiFi,43247005,Rebecca,,Historisch Centrum,51.21917,4.40067,Entire home/apt,81,2,59,2025-02-22,0.59,15,365,10,
12637515,Duplex Apartment,67322181,Eli,,Centraal Station,51.21641,4.41725,Entire home/apt,126,1,199,2025-03-01,1.90,3,207,14,
12646547,Trendy flat @ Antwerp Old Town + fast WiFi,43247005,Rebecca,,Historisch Centrum,51.22,4.3999,Entire home/apt,79,1,89,2025-02-22,0.87,15,365,12,
12659772,"Cosy home, excellent location!",11811395,Pauline,,Zuid,51.20868,4.39783,Entire home/apt,112,2,75,2025-03-02,0.70,1,309,18,
12734670,2 rooms + bathroom in quiet neighboorhood of A'pen,54840474,Bianca,,Borgerhout Extra Muros,51.20527,4.45229,Private room,82,20,38,2024-09-14,0.36,1,330,1,
12752072,Big sunny appartement full of green,23445793,Margo,,Groenenhoek,51.19898,4.44045,Entire home/apt,88,1,58,2025-03-02,0.54,1,13,13,
12775598,Groot appartement aan het Sportpaleis,19151354,Seher,,Deurne Noord,51.231,4.45288,Entire home/apt,,1,27,2023-10-09,0.81,1,0,0,
12862721,Beautiful and luxurious apartment for 1 - 6 guests,46432178,Jef,,Borgerhout Extra Muros,51.21027,4.44593,Entire home/apt,,2,88,2019-05-06,0.82,1,0,0,
12864070,Stadspark (City Park),70325465,Dries,,Stadspark,51.20932,4.42215,Entire home/apt,71,3,169,2025-02-24,1.60,1,82,17,
12959452,Chic flat @ Antwerp Old Town Best Location +WiFi,43247005,Rebecca,,Historisch Centrum,51.21992,4.40074,Entire home/apt,101,1,210,2025-03-10,1.97,15,354,7,
13147334,Camper/Surfvan/Bus te huur,32609540,Emilie,,Deurne Noord,51.22694,4.45803,Entire home/apt,112,2,0,,,1,365,0,
13189346,Beautiful Light Apartment in Trendy South Quarter,1935190,Linda,,Zuid,51.21093,4.39753,Entire home/apt,77,21,22,2024-08-09,0.30,2,54,4,
13249852,Relaxing homey stay in Antwerp,69740310,Brecht,,Tentoonstellingswijk,51.19154,4.38876,Private room,760,5,28,2017-01-21,0.26,1,89,0,
13263169,House close to Tomorrowland 2023!,28086961,Kim,,Kiel,51.19,4.37648,Entire home/apt,65,50,29,2017-11-18,0.28,1,89,0,
13306153,"Playful design with garden, shower + bubblebath",4586965,Mariona,,Kiel,51.18269,4.39044,Private room,75,1,65,2024-11-23,0.61,2,359,5,
13350400,"very bright studio in city centre, free Netflix",32949554,Stéphane En Anneke,,Stadspark,51.20963,4.40863,Entire home/apt,83,2,181,2025-03-09,1.72,1,281,26,
13372879,"Renovated, spacious & cosy apartment in Antwerp",12108305,Stéphanie,,Tentoonstellingswijk,51.19281,4.39243,Entire home/apt,86,1,86,2024-04-28,0.82,2,25,2,
13426813,Charming studio in Antwerp,27585607,Christel,,Amandus - Atheneum,51.22361,4.42185,Entire home/apt,65,2,405,2025-03-04,3.80,2,330,34,
13427359,Stylish and bright 19th century loft with terrace,6930093,"Ian, Jande En Marie",,Borgerhout Intra Muros Zuid,51.21467,4.43242,Entire home/apt,,3,201,2025-02-24,1.91,4,150,10,
13463319,Spacious & light 2 bedroom apartment with garden,61749084,Karmen,,Deurne Zuid West,51.20509,4.46296,Entire home/apt,,8,23,2025-01-24,0.22,1,0,1,
13490121,Bright & spacious apartment in green neighbourhood,20012564,Joakim,,Linkeroever,51.22083,4.36772,Entire home/apt,,5,1,2023-12-23,0.07,1,0,0,
13640722,⭐️Stylish Bright Apt ✔2 BR ✔2 Patio ✔Free Ⓟ,3042153,Hannes,,Eilandje,51.23149,4.41288,Entire home/apt,196,2,467,2025-03-12,5.28,2,101,52,
13670107,"Privé kamer met dakterras, badkamer & keuken",77953413,Stefan En Eva,,Borgerhout Intra Muros Zuid,51.21058,4.43518,Entire home/apt,,4,38,2022-07-31,0.37,2,0,0,
13722848,"Suite ""Asian Dreams"" - with terrace",38724058,Anatoly,,Brederode,51.20646,4.40239,Entire home/apt,126,1,94,2025-02-15,0.96,3,51,22,
13799108,"Antwerp, Garage, 2 bedrooms",78782749,Luc,,Borgerhout Intra Muros Zuid,51.21097,4.43076,Entire home/apt,145,26,32,2023-02-08,0.30,1,278,0,
14060986,Small cosy house at magical location.,17124778,Ines,,Deurne Dorp - Gallifort,51.22003,4.45725,Entire home/apt,50,1,138,2023-12-11,1.32,1,80,0,
14147454,Rooftop Apartment with Terrace,85451540,Marianne,,Amandus - Atheneum,51.223365783691406,4.4191107749938965,Entire home/apt,165,60,72,2024-12-24,0.69,2,241,2,
14327385,App met uitzicht op ‘t MAS en ondergrondse parking,87675727,Ekaterina,,Eilandje,51.23099,4.4095,Entire home/apt,,1,49,2025-01-01,1.66,1,0,10,
14798944,luxurious ground floor apartment & terrace,1839854,Stijn&Magali,,Amandus - Atheneum,51.21979522705078,4.423407077789307,Entire home/apt,69,2,407,2025-03-15,3.94,2,226,49,
14806572,studio in het bruisend BoHo,18879273,Filip,,Borgerhout Intra Muros Zuid,51.21279,4.43194,Private room,68,2,15,2025-02-23,1.84,1,191,15,
14855524,Grand loft @ Antwerp hotspot 2400sq.f + pool table,43247005,Rebecca,,Theaterbuurt-Meir,51.21805,4.41342,Entire home/apt,136,1,204,2025-02-28,1.97,15,338,9,
14890511,Gorgeous duplex apartment,14367631,Michiel,,Historisch Centrum,51.2224,4.4027,Entire home/apt,114,2,153,2025-03-06,5.56,9,130,50,
14905174,Pretty room in the centre of Wilrijk,93598620,Julie,,Wilrijk Centrum,51.17158,4.39222,Private room,29,5,57,2025-01-31,0.55,1,201,5,
14975438,BB Melkhuis,94340401,Hendrik,,Borgerhout Intra Muros Noord,51.21772,4.43333,Private room,92,1,45,2025-02-23,0.44,2,172,5,
15217689,Sfeervolle kamer in den 'Groenenhoek',82848998,Saskia,,Groenenhoek,51.19645,4.44408,Private room,31,2,273,2025-02-17,4.81,2,76,45,
15270962,"Big rooftop room, near city and near concert hall",97157198,Joan,,Oud - Merksem,51.23944,4.4438,Private room,,2,36,2021-06-13,0.35,1,0,0,
15291805,Roomy 1 bedroom Appart. Close to central station,97216733,Benjamin,,Centraal Station,51.21246,4.42175,Entire home/apt,,1,5,2020-09-25,0.09,1,0,0,
15402549,Cosy apartment with unique rooftop terras,43601150,Gregory,,Harmonie,51.20826,4.40792,Entire home/apt,,3,28,2025-01-02,0.85,1,0,6,
15464986,Joyful bedrooms in citizen home nearby the center,40091080,Hilde,,Hoboken - Noord,51.1818,4.35238,Private room,263,2,4,2022-03-20,0.04,2,342,0,
15467146,"Mooie, grote slaapkamer bij Antwerpen Centr.",40091080,Hilde,,Hoboken - Noord,51.17912,4.35256,Private room,77,2,15,2025-03-01,0.15,2,352,1,
15519371,Apartment in Antwerp Belgium,99750992,Tara,,Nieuwdreef,51.24598,4.43203,Entire home/apt,60,1,34,2024-12-22,1.06,2,90,18,
